Id,SalePrice
1461,120592.77014056068
1462,159765.55033659612
1463,187024.64769780656
1464,196727.41253405274
1465,190645.89198499615
1466,172246.2473870319
1467,175872.0985403613
1468,164077.75678309158
1469,182712.9706262646
1470,123838.43834868836
1471,196116.8069626493
1472,94881.58786565269
1473,95094.83572349607
1474,147151.57486730383
1475,113370.29362427376
1476,381283.9871998499
1477,250778.90218619327
1478,283494.8413049617
1479,283581.1750079775
1480,500036.4280539586
1481,316665.4975736514
1482,206525.60095097582
1483,181287.88963918906
1484,165877.76734522745
1485,183513.42183892988
1486,195000.9413292277
1487,344399.2024384696
1488,227237.4454973697
1489,201515.5345669988
1490,239484.1610096431
1491,192734.1425615971
1492,91520.66133324595
1493,179180.2568250361
1494,292531.03390916775
1495,282633.781110396
1496,239628.48569616454
1497,181758.79961024332
1498,165910.8208684889
1499,159567.8140051775
1500,156152.81240330794
1501,178113.16557480523
1502,142374.2642278238
1503,287919.1303677617
1504,238243.1275913189
1505,227100.3319776287
1506,186465.265928834
1507,252688.17322018454
1508,198416.54448379655
1509,159752.5832385044
1510,145892.44043441844
1511,151566.31940989668
1512,173369.97115011734
1513,143242.00418395628
1514,160845.97447102825
1515,196328.21633021056
1516,152820.58183265958
1517,163869.2844981488
1518,128307.64790586554
1519,219388.71914404613
1520,131676.3746242415
1521,135224.75800067332
1522,174281.31417915545
1523,111833.88638449302
1524,125100.95473259177
1525,122399.15285104203
1526,110922.75209973541
1527,102577.98297626941
1528,132281.35900518828
1529,152133.01503609808
1530,170141.92975750196
1531,105859.04155747549
1532,94501.3712662829
1533,147715.28403132278
1534,126483.78226443908
1535,152064.88134356646
1536,107155.98964387538
1537,59903.15751249473
1538,145873.82483222548
1539,191212.11372932413
1540,95599.44906617887
1541,142239.92275574154
1542,142181.290912312
1543,202309.53577062392
1544,82612.27436602267
1545,109029.33196686683
1546,132357.94858184003
1547,137465.0388905426
1548,138865.6886922782
1549,114355.18462357571
1550,136380.89754548442
1551,109149.04962042453
1552,137495.143433731
1553,154019.90709640688
1554,112449.29550078005
1555,165470.24495259297
1556,84053.02560439096
1557,106374.29765395241
1558,97331.60614290797
1559,73402.15331581864
1560,130261.13275356436
1561,134757.26485553093
1562,129806.36194783644
1563,120377.5664316704
1564,163377.0981297156
1565,147857.97783056914
1566,233740.65462794015
1567,73990.71716145691
1568,233563.08240668284
1569,133970.5942721929
1570,136624.32094362457
1571,120176.69787264426
1572,146899.69944627787
1573,247207.31764667542
1574,115022.42205905924
1575,220318.11874336543
1576,251507.38111306092
1577,189183.61449485974
1578,144458.35861676687
1579,147964.20323446338
1580,191497.5179079577
1581,151817.75287535088
1582,123217.31524203042
1583,310922.22391155997
1584,225410.6039539758
1585,139978.65771178494
1586,67747.83756222174
1587,101145.42132887735
1588,150995.0687879525
1589,98893.49436078181
1590,134941.2291724325
1591,94464.55415642688
1592,119414.22514252798
1593,124185.4257596671
1594,133690.83430573065
1595,105338.02810879913
1596,233787.7385992449
1597,191688.35972875205
1598,215055.69862038165
1599,163281.35214722433
1600,163894.25810515266
1601,63668.79140828982
1602,110581.7748090779
1603,84046.4716341263
1604,260546.87662212225
1605,237655.82942983537
1606,168118.21267198355
1607,167358.8440836216
1608,217792.17361068728
1609,185911.04240779695
1610,151144.43598498323
1611,139226.02413835056
1612,172638.20920322638
1613,167771.96328389464
1614,124052.48466421806
1615,88641.19814610344
1616,73728.23959441832
1617,91331.27180339744
1618,126332.1781309206
1619,141153.16042776345
1620,154101.55758713273
1621,139569.83219807947
1622,139304.63952370558
1623,262468.9567843854
1624,215107.368767522
1625,118381.84074040291
1626,162425.99645506084
1627,192990.28767449726
1628,272823.6614097597
1629,178360.58243706697
1630,371706.5724304673
1631,220760.23318288327
1632,238892.63009514025
1633,168090.91885470942
1634,186542.16146043182
1635,175491.73958652234
1636,153476.18655975396
1637,206153.90406240217
1638,180811.51735689517
1639,183109.7909806854
1640,252954.05858868183
1641,175949.80597209642
1642,235447.82373974015
1643,217223.9119794343
1644,229209.378345381
1645,202428.46507876663
1646,159733.40768361074
1647,156287.0738910177
1648,131389.56588786765
1649,141516.11542785674
1650,112726.5082729098
1651,120835.14691354259
1652,96112.45362913262
1653,98192.09769102432
1654,143644.78548390526
1655,139321.8753359443
1656,142242.15206362258
1657,147125.08887005103
1658,145273.95970761403
1659,119088.379644667
1660,155223.617921083
1661,470355.6335463458
1662,390193.0777476019
1663,390259.80171480915
1664,486239.5799076041
1665,309819.67281144933
1666,326364.872526712
1667,383461.0610357343
1668,348022.8753064771
1669,294623.8318113319
1670,350500.6800291296
1671,263278.6702154302
1672,440860.0373553657
1673,293359.2999624232
1674,239672.24180663066
1675,195832.24439646857
1676,196189.49736950613
1677,222904.14690904424
1678,477003.05786535505
1679,390644.64533991565
1680,345125.68908319983
1681,245329.7708790177
1682,299257.5814737398
1683,180747.10170004788
1684,170998.277112709
1685,170813.76858441805
1686,167342.77404004952
1687,166478.38807963885
1688,189871.66966336546
1689,195033.7571504821
1690,192312.27362521022
1691,181150.56415083585
1692,258333.66486527483
1693,167427.49267006383
1694,181475.15245373698
1695,163121.07241031746
1696,271549.7482584951
1697,167083.4712694275
1698,355525.16160726076
1699,321276.2009005014
1700,253073.05581726064
1701,266686.5003537258
1702,244551.78255014395
1703,245136.32261182214
1704,279532.31771520386
1705,230638.87366563262
1706,438913.3726878918
1707,218063.82812257792
1708,207296.10221662043
1709,266137.34756854555
1710,222394.33165003965
1711,266763.697007752
1712,260178.96193980082
1713,281331.28640138276
1714,223123.22518174822
1715,205802.75153640067
1716,185406.26971951794
1717,169810.12635147903
1718,134227.3430061644
1719,200321.51631306016
1720,237752.72823540322
1721,163194.36620718916
1722,125457.57793069958
1723,156418.00986278185
1724,210699.80413028877
1725,240588.11642618515
1726,187253.2016605535
1727,159979.257697078
1728,174055.36896401827
1729,169272.2014279512
1730,156501.2326096156
1731,121492.61686632357
1732,128260.76513176977
1733,117823.0234568269
1734,123373.45861178654
1735,126895.83081422263
1736,112490.26504272563
1737,285501.53857299895
1738,238428.28767612594
1739,267399.61647037853
1740,227902.27422730174
1741,194246.5184910139
1742,175926.23804046452
1743,176095.4980969966
1744,309154.9457930403
1745,222679.283941823
1746,173853.14211860477
1747,211361.12323534838
1748,226174.02833994591
1749,148186.71060375817
1750,125616.09739832535
1751,241835.7869561832
1752,119584.79129538569
1753,148021.53333768708
1754,184759.1011683042
1755,169509.75919323484
1756,127489.08955971428
1757,122134.52743248908
1758,144902.74968826913
1759,160316.4729295468
1760,165172.29976521066
1761,144160.43615288788
1762,180954.81030204566
1763,175194.23018705894
1764,113402.30275664205
1765,165710.15556827653
1766,182728.76039117973
1767,224591.4618960659
1768,143830.42129530042
1769,172743.81845694222
1770,148754.70605702332
1771,124122.27958251315
1772,132892.24915237416
1773,127992.67645247064
1774,138627.24747099477
1775,140006.4390040967
1776,123748.3724645467
1777,115552.95140379845
1778,139136.5552251686
1779,119699.96573345664
1780,172154.5354422879
1781,129527.07688733056
1782,86883.97470047891
1783,144541.38502892022
1784,102402.25335689523
1785,122041.49659393787
1786,133211.8303034728
1787,162829.72531430132
1788,55791.43934335953
1789,96215.97486090523
1790,76826.89593900951
1791,180358.22831652834
1792,160687.42825087163
1793,126589.97595149421
1794,148837.975737352
1795,134640.60207705098
1796,119717.06932477168
1797,112537.64813359875
1798,123907.4650343012
1799,109909.50106982171
1800,132971.41332026786
1801,130038.38415888065
1802,128418.26451695239
1803,147035.65545238173
1804,143051.33938588953
1805,135932.61014000443
1806,120938.93533760884
1807,128200.6520961244
1808,120387.19954343459
1809,123142.55184389441
1810,140228.08154574453
1811,98469.81613962384
1812,97262.15291533535
1813,123304.09617227854
1814,99032.06035648198
1815,52020.13357896813
1816,100459.21150989368
1817,109638.95733029791
1818,151354.4517317518
1819,123747.46651738623
1820,57957.2556945294
1821,112660.13469875653
1822,146296.36505859133
1823,46555.17958221716
1824,132600.5766499234
1825,135545.89417090456
1826,105356.07473339305
1827,102104.80222133677
1828,134668.31854683062
1829,115998.95692700785
1830,143683.9395269039
1831,142400.65882865776
1832,78589.65279717978
1833,138648.51022985188
1834,118832.53712244335
1835,121468.97881398477
1836,125861.2333587915
1837,89151.54753157152
1838,123474.72481223011
1839,94195.7568054648
1840,148586.2649976475
1841,136489.95572286262
1842,83975.70016908419
1843,129694.07065771446
1844,134628.2447208307
1845,139967.39377695008
1846,154586.0431661343
1847,164688.93778788953
1848,52646.29751669458
1849,113061.46932911502
1850,116211.53790124948
1851,156906.2012843393
1852,123845.6356289273
1853,132381.8358891067
1854,168976.3868184714
1855,151091.53806113242
1856,221897.61012452218
1857,156370.18601910706
1858,139591.18266196127
1859,117154.12805107274
1860,149368.39367685054
1861,116881.27688860934
1862,299885.1722044486
1863,281195.33151436725
1864,281344.6720237128
1865,339321.83057802264
1866,334381.19856940396
1867,229790.18608763212
1868,305613.2857310984
1869,202839.3354078682
1870,227944.82903321844
1871,244487.24569319043
1872,172833.85803551224
1873,244084.14119282548
1874,146218.4718169762
1875,199621.05903986996
1876,197803.96146597128
1877,210871.97901023258
1878,205702.19245843578
1879,127780.23456049562
1880,131934.71832536967
1881,246056.6172189223
1882,247968.99180760316
1883,187732.38504732747
1884,207621.59440412652
1885,235014.59777005977
1886,288366.06209269474
1887,208927.90861520878
1888,269990.4630458168
1889,166091.32204448254
1890,120062.06350461999
1891,131543.81625420492
1892,99559.4777194479
1893,131531.9608982341
1894,126672.26503859152
1895,134357.06807872912
1896,125937.63080402142
1897,114537.18217330918
1898,111095.17316401271
1899,158557.66338247657
1900,144077.83814891404
1901,171531.22946798522
1902,147039.15750336932
1903,211687.3489825508
1904,139554.0199501058
1905,198156.33966675657
1906,159792.86200080562
1907,208448.81639356836
1908,107431.23369885632
1909,131301.83000284113
1910,117797.31376059173
1911,220004.48176617603
1912,326333.6692586874
1913,145326.0228340002
1914,62733.19165571238
1915,319149.24236325873
1916,65662.07429961179
1917,243723.2937275587
1918,139914.14388609986
1919,176539.33955551585
1920,153896.67514361354
1921,412132.7437687522
1922,324098.8484272628
1923,226957.22674466902
1924,224059.70111777395
1925,198234.21113050985
1926,396207.2458853346
1927,132690.21565449086
1928,155873.1078334386
1929,127052.82224102196
1930,133399.4950252112
1931,145846.38948020697
1932,142584.7598850982
1933,182248.43920623625
1934,180540.68997030135
1935,171209.10238329376
1936,188766.99743263773
1937,183223.31346401942
1938,176535.42113570124
1939,240716.86683851163
1940,188871.95493328403
1941,170815.21484277537
1942,185677.11139237002
1943,207904.27457973058
1944,361835.72124661354
1945,402559.0068881543
1946,140601.69113636872
1947,315299.9946337625
1948,173574.6951051278
1949,249914.07985078913
1950,184911.95085199748
1951,250979.95605314276
1952,207027.7206548191
1953,169598.26980657672
1954,180892.6662582294
1955,135435.74989454375
1956,303341.2957389488
1957,152475.77551813444
1958,309768.97075242735
1959,142661.11559676903
1960,114615.6970021269
1961,120071.03359418389
1962,96348.4900019438
1963,104850.07305037694
1964,108258.58500777594
1965,143633.2462084183
1966,137613.20714328001
1967,290179.13279368833
1968,431708.42879353964
1969,391078.2245571496
1970,424420.0971304093
1971,454018.6251177436
1972,377745.8740368492
1973,263981.73154671304
1974,328059.14294141124
1975,523234.52664101735
1976,266712.18036586675
1977,352424.18131557654
1978,351411.1328173253
1979,335169.8103880446
1980,205959.87059387373
1981,350250.13896310824
1982,218127.61664982152
1983,202190.3273104821
1984,168057.94871168977
1985,216240.5893340045
1986,211868.4301222381
1987,177280.88198931626
1988,177288.37983469342
1989,191463.62718359573
1990,213966.3757661843
1991,236385.6853664543
1992,213001.56566044252
1993,167355.77354553487
1994,228510.87034393352
1995,183110.26059213397
1996,249948.61824736837
1997,310735.29061403987
1998,332659.76344159234
1999,271346.0237858807
2000,323511.2801530666
2001,281038.33775170706
2002,238971.6560079981
2003,255021.15445656728
2004,279473.61770652287
2005,217099.88411089728
2006,222984.49891101924
2007,246363.86504426753
2008,219885.67036767924
2009,196183.7582504836
2010,192609.6274973114
2011,138070.5398474312
2012,175352.58310358576
2013,181239.70098891054
2014,184576.15944740083
2015,204290.847807694
2016,195118.5256930229
2017,193800.13758181
2018,118795.73328185678
2019,134062.43018848432
2020,104760.05049400782
2021,102187.02857770024
2022,180087.03259567576
2023,144378.56370478496
2024,267731.0108518665
2025,349230.37077206816
2026,174222.5203361812
2027,157363.41262033372
2028,150714.3616442436
2029,168550.71847705857
2030,267488.27541956847
2031,226523.88302219153
2032,242855.75526527874
2033,254633.5302395867
2034,170772.12030168765
2035,215423.59398926218
2036,194547.2900798498
2037,202666.6278357384
2038,315334.3378284682
2039,223648.1778883135
2040,286483.333892216
2041,291965.92625113914
2042,207264.69865191914
2043,175012.07080692647
2044,168885.63398544502
2045,210589.5851193677
2046,143337.3763376347
2047,147853.10453989895
2048,137799.28784931457
2049,138505.65217698296
2050,175813.82900287467
2051,103256.11261351503
2052,124531.0859598458
2053,148055.13152044296
2054,87327.66371114543
2055,158703.01052905963
2056,143257.12969646574
2057,114173.45480097142
2058,221760.68593700495
2059,129845.81777638174
2060,174504.11497440387
2061,171263.9139636727
2062,130218.98617845986
2063,115730.95450821376
2064,142459.90783047088
2065,120209.67403752913
2066,160920.944692951
2067,113170.01663613369
2068,142146.1655875225
2069,85728.27865063788
2070,115298.88877434375
2071,94076.9221615202
2072,130393.40192104847
2073,135354.77747658113
2074,185244.14780974196
2075,142262.83516188778
2076,120024.28129526434
2077,157971.69415028853
2078,128144.04147718225
2079,133210.37724335786
2080,117831.94439256245
2081,125742.95648211431
2082,122859.97901652791
2083,144039.8440790126
2084,108320.4427703947
2085,117927.31644723163
2086,107347.29357298528
2087,119651.35192460165
2088,94988.78532292655
2089,76194.88209180268
2090,124798.04077977508
2091,114869.97669199291
2092,125348.26249547458
2093,114939.86208901525
2094,107640.34102345112
2095,148644.54463751471
2096,79709.58092114184
2097,94126.53318361871
2098,147158.3788727119
2099,54290.19554033783
2100,72388.52223300924
2101,115546.38386318511
2102,124135.05412949865
2103,101838.55446650468
2104,133122.15150681336
2105,126313.3225976156
2106,59527.000287297065
2107,193982.44619276328
2108,115588.80136545861
2109,109532.47309595798
2110,133730.68849145534
2111,138684.14675721087
2112,139886.5726385446
2113,124385.79722672462
2114,117452.05815107768
2115,164070.87256238208
2116,117531.81704141627
2117,151428.155659137
2118,126996.79209426013
2119,114033.67086567504
2120,110622.04534371564
2121,89160.07250008907
2122,116918.94483406782
2123,85293.7458746717
2124,154365.18912058388
2125,123085.63761292184
2126,145566.98912358587
2127,158593.91267264434
2128,124067.29410289534
2129,92715.35701877842
2130,137210.0238385112
2131,136374.17816959985
2132,113437.52953776637
2133,124611.5354020734
2134,119893.27858166411
2135,93634.4937617188
2136,75997.74261386727
2137,107253.43268309899
2138,136419.5969877321
2139,151073.30994700777
2140,140011.50846890666
2141,147728.4136733973
2142,127805.65773504417
2143,153379.9743672543
2144,117876.48978573638
2145,137741.0803281622
2146,160536.9807837597
2147,145647.5678601315
2148,131624.14856498447
2149,151066.55912868216
2150,225184.23920887476
2151,110127.77356749406
2152,183640.53543581942
2153,160628.37623275287
2154,109602.50060001669
2155,140057.18806078556
2156,274578.0240878492
2157,230631.22794056407
2158,238162.6731569655
2159,211502.93392123515
2160,175204.7764714553
2161,237170.05388716087
2162,389414.8233550291
2163,367104.5331655494
2164,243165.2186338225
2165,203990.71240686486
2166,153912.34078267438
2167,214116.0031093083
2168,200195.97184214767
2169,195992.72193760186
2170,220990.49823261227
2171,154073.75079373963
2172,130058.10112572674
2173,166167.04688642803
2174,225793.1606580225
2175,290868.1666942354
2176,313258.982941527
2177,241801.21271224384
2178,210042.95039061015
2179,139045.50432669604
2180,220117.00588183454
2181,192365.39969156915
2182,224121.7101952845
2183,191629.09685393423
2184,122118.92158166942
2185,123496.38128584513
2186,146024.60398523108
2187,152946.41144730686
2188,155516.4776807791
2189,294905.01712761255
2190,80385.1530191716
2191,80791.35218646834
2192,89902.01805496901
2193,106478.18616662647
2194,103237.08495697757
2195,108995.41540240242
2196,98997.8024687584
2197,121091.32158178187
2198,159235.47824721853
2199,177504.55459688237
2200,148490.16476098198
2201,141814.95702188273
2202,213060.88520479
2203,136019.51464832746
2204,185785.15506594325
2205,116005.9311141819
2206,139900.50812539246
2207,220291.96919858558
2208,256055.5046206655
2209,248276.33112163574
2210,117303.84363770946
2211,113057.84178801192
2212,117112.79063276698
2213,107824.45315205795
2214,137883.61369887338
2215,97413.03684624538
2216,144336.78125208346
2217,64391.56386908519
2218,77033.96008998816
2219,69598.18449641677
2220,75300.80410536086
2221,320497.0182136651
2222,281536.31308263825
2223,290697.7409119478
2224,209466.37950136722
2225,118264.78003792942
2226,192376.0455832585
2227,201859.23171819944
2228,262550.003815095
2229,254261.72901411334
2230,152289.0388536052
2231,215016.0979655573
2232,180974.79318993096
2233,180339.71256889135
2234,238964.56265049166
2235,228988.12292731262
2236,264209.76473254897
2237,334142.29051400436
2238,192991.26994680252
2239,110332.11324538972
2240,156782.41540098653
2241,158903.9744697391
2242,126137.67607919924
2243,129047.74268754658
2244,102845.45669900908
2245,99053.95621255005
2246,143337.67835534964
2247,108900.36706044918
2248,122456.40970991857
2249,119718.74605277619
2250,130211.22644899925
2251,95078.45585639951
2252,174678.1271414737
2253,151761.8012006105
2254,178261.2613752064
2255,190094.0519802103
2256,178632.0082574104
2257,208455.37130272292
2258,158608.1003859491
2259,176027.6150421725
2260,154395.87285566377
2261,184530.3498363766
2262,204524.54637549887
2263,386361.1279583425
2264,507562.9580912559
2265,171666.13546490247
2266,295954.4833586932
2267,385898.28315433697
2268,423687.24069397955
2269,148796.6209592791
2270,195076.59181810328
2271,218452.19559317848
